mittente,destinatario,n_telefonate
228,5627,16
228,5628,38
228,5629,2
228,5630,77
228,5631,6
228,5632,24
228,5633,6
228,5634,8
228,5635,8
228,5636,8
228,5637,8
228,5638,10
228,5639,2
228,5640,30
228,5641,8
228,5642,2
228,5643,18
228,5644,19
228,5645,30
228,5646,29
228,5647,16
228,5648,13
228,5649,12
228,5650,4
228,5652,24
228,5654,2
228,5657,40
228,5658,16
228,5659,9
228,5660,32
228,5661,8
228,5662,24
228,5666,8
228,5668,16
228,5669,14
228,5670,16
228,5671,16
228,5672,9
228,5673,12
228,5674,24
228,5679,14
228,5680,8
228,5689,6
228,5690,2
228,5707,16
228,5708,22
228,5709,12
228,5710,8
228,5713,43
228,5714,30
228,5716,2
228,5717,59
228,5719,24
228,5722,8
228,5723,52
228,5724,29
228,5725,68
228,5726,30
228,5729,22
228,5730,28
228,5731,8
228,5732,14
228,5733,23
228,5734,22
228,5736,10
228,5737,4
228,5739,2
228,5741,21
228,5742,8
228,5744,24
228,5746,14
228,5748,8
228,5750,48
228,5751,10
228,5752,8
228,5753,16
228,5754,8
228,5755,4
228,5756,4
228,5757,40
228,5758,2
228,5759,2
228,5760,2
228,5761,2
228,5762,26
228,5763,20
228,5764,26
228,5765,40
228,5766,52
228,5767,8
228,5768,12
228,5769,4
228,5770,18
228,5774,17
228,5775,24
228,5776,22
228,5777,14
228,5778,30
228,5779,8
228,5780,18
228,5781,4
228,5782,16
228,5783,28
228,5784,2
228,5786,18
228,5788,10
228,5789,16
228,5791,12
228,5792,2
228,5793,2
228,5794,6
228,5796,17
228,5797,24
228,5798,6
228,5799,20
228,5800,39
228,5802,6
228,5806,12
228,5807,16
228,5815,79
228,5816,50
228,5817,4
228,5818,4
228,5819,16
228,5820,16
228,5821,32
228,5822,16
228,5823,28
228,5824,37
228,5826,72
228,5827,26
228,5829,18
228,5830,2
228,5831,2
228,5832,28
228,5834,12
228,5835,54
228,5836,6
228,5837,22
228,5838,50
228,5839,8
228,5840,24
228,5841,42
228,5842,8
228,5843,29
228,5844,39
228,5845,27
228,5846,14
228,5847,16
228,5848,4
228,5849,2
228,5850,2
228,5851,26
228,5852,42
228,5854,16
228,5855,16
228,5857,20
228,5860,16
228,5862,32
228,5864,15
228,5866,2
228,5867,8
228,5868,50
228,5869,24
228,5871,8
228,5872,16
228,5873,13
228,5874,36
228,5875,16
228,5876,27
228,5878,18
228,5881,8
228,5882,21
228,5883,8
228,5884,23
228,5885,8
228,5886,10
228,5887,88
228,5888,13
228,5889,11
228,5890,52
228,5891,12
228,5892,22
228,5893,2
228,5894,16
228,5895,8
228,5896,16
228,5897,8
228,5898,16
228,5900,8
228,5902,42
228,5903,24
228,5905,4
228,5906,43
228,5907,5
228,5910,13
228,5914,8
228,5915,8
228,5916,4
228,5917,8
228,5919,10
228,5920,16
228,5921,24
228,5924,6
228,5925,34
228,5926,24
228,5928,14
228,5929,2
228,5930,40
228,5931,4
228,5940,8
228,5941,8
228,5942,6
228,5943,4
228,5945,24
228,5947,28
228,5948,8
228,5949,36
228,5950,10
228,5953,8
228,5954,20
228,5955,6
228,5957,36
228,5958,6
228,5959,4
228,5961,8
228,5962,13
228,5963,16
228,5964,12
228,5965,4
228,5966,24
228,5968,16
228,5970,38
228,5971,8
228,5973,61
228,5974,8
228,5975,13
228,5976,4
228,5977,5
228,5978,16
228,5979,16
228,5980,10
228,5981,8
228,5984,33
228,5985,10
228,5986,32
228,5987,5
228,5989,8
228,5990,8
228,5991,26
228,5993,2
228,5994,8
228,5995,2
228,5997,16
228,5998,26
228,5999,39
228,6000,16
228,6001,2
228,6002,26
228,6003,4
228,6004,13
228,6005,26
228,6008,16
228,6009,10
228,6010,8
228,6011,16
228,6012,24
228,6013,8
228,6014,8
228,6015,52
228,6016,6
228,6017,30
228,6018,4
228,6019,4
228,6020,46
228,6021,16
228,6022,8
228,6023,16
228,6040,8
228,6042,5
228,6044,16
228,6045,2
228,6046,28
228,6047,8
228,6049,2
228,6052,20
228,6056,8
228,6058,8
228,6059,8
228,6060,30
228,6061,4
228,6062,10
228,6063,2
228,6064,8
228,6068,4
228,6069,4
228,6071,4
228,6072,8
228,6078,24
228,6080,21
228,6090,16
228,6093,6
228,6099,6
228,6106,8
228,6112,30
228,6116,2
228,6121,6
228,6123,6
228,6124,2
228,6125,8
228,6126,18
228,6127,2
228,6128,16
228,6130,8
228,6131,16
228,6132,4
228,6139,4
228,6150,14
228,6151,2
228,6154,2
228,6156,32
228,6168,24
228,6175,18
228,6176,2
228,6181,5
228,6200,8
228,6203,24
228,6207,15
228,6235,8
228,6236,8
228,6237,8
228,6238,24
228,6239,86
228,6245,8
228,6248,16
228,6251,8
228,6254,2
228,6255,4
228,6256,54
228,6257,8
228,6258,4
228,6259,4
228,6260,2
228,6261,6
228,6264,8
228,6265,54
228,6270,8
228,6280,54
228,6284,8
228,6285,56
228,6293,2
228,6294,18
228,6295,8
228,6296,8
228,6297,24
228,6298,8
228,6301,6
228,6303,2
228,6304,5
228,6305,2
228,6306,54
228,6307,8
228,6309,6
228,6310,17
228,6314,10
228,6342,29
228,6352,12
228,6353,6
228,6358,16
228,6360,8
228,6362,6
228,6363,8
228,6367,8
228,6389,18
228,6400,35
228,6402,16
228,6405,36
228,6410,2
228,6411,12
228,6417,107
228,6418,8
228,6419,2
228,6422,6
228,6425,4
228,6428,38
228,6429,2
228,6436,8
228,6441,18
228,6448,5
228,6451,16
228,6456,4
228,6463,8
228,6464,73
228,6465,8
228,6470,8
228,6472,13
228,6473,8
228,6476,8
228,6477,12
228,6478,8
228,6479,18
228,6481,6
228,6482,2
228,6483,8
228,6484,2
228,6485,55
228,6486,8
228,6487,8
228,6490,2
228,6491,20
228,6493,8
228,6507,2
228,6530,16
228,6548,8
228,6571,16
228,6587,8
228,6603,16
228,6604,16
228,6612,30
228,6614,2
228,6622,4
228,6629,16
228,6636,14
228,6641,2
228,6657,24
228,6668,8
228,6670,38
228,6674,12
228,6676,16
228,6677,18
228,6678,16
228,6680,16
228,6681,2
228,6683,14
228,6685,8
228,6686,8
228,6687,8
228,6688,24
228,6689,2
228,6690,4
228,6691,2
228,6692,8
228,6695,2
228,6696,8
228,6698,4
228,6703,8
228,6708,16
228,6709,2
228,6717,2
228,6727,18
228,6730,2
228,6736,8
228,6737,16
228,6738,16
228,6741,8
228,6746,14
228,6753,8
228,6754,8
228,6766,21
228,6768,8
228,6769,16
228,6772,31
228,6776,40
228,6777,4
228,6778,24
228,6780,4
228,6802,8
228,6810,2
228,6811,4
228,6812,2
228,6817,2
228,6818,14
228,6819,3
228,6821,8
228,6822,8
228,6823,16
228,6830,2
228,6833,6
228,6834,2
228,6835,3
228,6847,12
228,6856,10
228,6861,32
228,6867,2
228,6868,8
228,6870,16
228,6872,16
228,6879,5
228,6895,16
228,6896,10
228,6909,6
228,6912,2
228,6913,10
228,6915,16
228,6917,20
228,6920,24
228,6924,8
228,6925,8
228,6926,24
228,6928,8
228,6929,24
228,6931,8
228,6932,8
228,6935,2
228,6936,4
228,6937,2
228,6941,4
228,6949,24
228,6972,8
228,6973,13
228,6977,16
228,6978,6
228,6981,4
228,6982,4
228,6984,2
228,6985,6
228,6988,8
228,6989,2
228,6990,2
228,6992,7
228,6993,10
228,7013,2
228,7020,64
228,7022,16
228,7024,8
228,7028,6
228,7030,2
228,7031,32
228,7034,2
228,7045,8
228,7061,16
228,7064,2
228,7067,4
228,7074,4
228,7078,8
228,7079,2
228,7082,2
228,7086,4
228,7087,2
228,7108,4
228,7109,2
228,7110,6
228,7116,2
228,7117,4
228,7121,8
228,7123,4
228,7125,2
228,7126,34
228,7127,24
228,7129,8
228,7131,8
228,7155,24
228,7162,2
228,7163,6
228,7165,2
228,7170,8
228,7171,2
228,7212,37
228,7221,2
228,7222,8
228,7240,2
228,7241,2
228,7255,2
228,7256,4
228,7259,10
228,7264,4
228,7265,8
228,7269,8
228,7270,10
228,7271,4
228,7274,8
228,7280,5
228,7281,2
228,7288,4
228,7299,8
228,7300,6
228,7305,20
228,7306,8
228,7310,8
228,7312,8
228,7314,8
228,7321,36
228,7322,2
228,7323,4
228,7326,4
228,7336,18
228,7340,2
228,7346,2
228,7347,64
228,7350,14
228,7351,2
228,7354,8
228,7355,8
228,7356,8
228,7357,4
228,7370,36
228,7393,2
228,7401,5
228,7402,24
228,7414,5
228,7415,4
228,7418,4
228,7447,21
228,7466,28
228,7474,11
228,7480,8
228,7489,8
228,7501,8
228,7510,14
228,7511,8
228,7513,8
228,7761,2
228,8360,4
228,9299,2
228,9551,22
228,9566,14
228,9567,20
228,9568,16
228,9570,4
228,9571,6
228,9572,48
228,9575,20
228,9576,12
228,9577,8
228,9578,4
228,9579,4
228,9580,4
228,9581,4
228,9583,4
228,9584,16
228,9585,8
228,9586,86
228,9587,12
228,9588,34
228,9591,30
228,9592,2
228,9593,12
228,9594,10
228,9596,22
228,9598,44
228,9599,2
228,9602,8
228,9605,20
228,9606,28
228,9607,6
228,9612,14
228,9613,4
228,9614,12
228,9615,4
228,9616,24
228,9617,24
228,9618,30
228,9619,12
228,9620,12
228,9621,8
228,9622,32
228,9623,12
228,9624,4
228,9627,12
228,9628,8
228,9629,8
228,9630,44
228,9631,4
228,9632,14
228,9633,16
228,9635,28
228,9636,4
228,9637,12
228,9638,4
228,9639,18
228,9641,4
228,9642,4
228,9643,4
228,9644,16
228,9645,4
228,9647,4
228,9648,4
228,9649,4
228,9651,14
228,9652,12
228,9653,8
228,9657,12
228,9658,4
228,9661,4
228,9662,2
228,9663,4
228,9666,4
228,9667,14
228,9672,58
228,9673,4
228,9674,14
228,9675,44
228,9676,24
228,9679,8
228,9680,4
228,9684,8
228,9685,14
228,9688,32
228,9690,16
228,9702,2
228,9703,4
228,9704,2
228,9705,50
228,9706,10
228,9708,30
228,9709,8
228,9710,8
228,9713,16
228,9714,14
228,9715,2
228,9716,4
228,9719,4
228,9722,28
228,9723,16
228,9724,4
228,9725,20
228,9726,20
228,9727,12
228,9731,2
228,9732,20
228,9733,6
228,9734,6
228,9735,2
228,9738,6
228,9739,4
228,9740,8
228,9742,4
228,9743,4
228,9744,4
228,9745,8
228,9746,4
228,9747,4
228,9748,14
228,9750,6
228,9752,8
228,9753,4
228,9755,24
228,9762,24
228,9765,4
228,9767,6
228,9768,42
228,9777,16
228,9779,8
228,9780,8
228,9781,12
228,9782,12
228,9783,36
228,9784,26
228,9786,4
228,9787,132
228,9789,2
228,9793,22
228,9794,18
228,9796,4
228,9797,12
228,9798,2
228,9799,12
228,9802,16
228,9803,8
228,9804,52
228,9806,6
228,9812,4
228,9815,16
228,9818,8
228,9819,14
228,9824,14
228,9827,6
228,9831,8
228,9833,4
228,9834,2
228,9835,2
228,9836,20
228,9837,8
228,9838,36
228,9839,8
228,9840,4
228,9841,20
228,9842,8
228,9843,2
228,9844,6
228,9845,24
228,9846,2
228,9847,42
228,9850,4
228,9851,12
228,9853,24
228,9855,18
228,9856,8
228,9857,56
228,9858,28
228,9859,4
228,9860,6
228,9861,2
228,9863,10
228,9864,8
228,9865,8
228,9867,12
228,9868,2
228,9869,10
228,9870,14
228,9871,10
228,9872,8
228,9873,18
228,9874,6
228,9875,2
228,9876,14
228,9880,12
228,9886,14
228,9887,8
228,9888,4
228,9889,4
228,9890,8
228,9891,4
228,9892,20
228,9895,4
228,9897,8
228,9898,12
228,9902,14
228,9904,8
228,9905,4
228,9906,10
228,9907,6
228,9908,8
228,9909,2
228,9910,8
228,9913,8
228,9915,18
228,9920,6
228,9921,10
228,9922,8
228,9923,2
228,9924,36
228,9926,2
228,9927,2
228,9928,4
228,9929,8
228,9931,8
228,9932,4
228,9933,8
228,9934,8
228,9935,4
228,9936,20
228,9938,18
228,9939,12
228,9940,4
228,9941,24
228,9942,12
228,9943,14
228,9944,12
228,9945,8
228,9946,2
228,9947,4
228,9951,50
228,9961,4
228,9965,20
228,9966,6
228,9967,6
228,9968,2
228,9969,4
228,9970,10
228,9973,4
228,9974,4
228,9975,18
228,9976,20
228,9977,8
228,9978,4
228,9979,6
228,9980,2
228,9981,4
228,9982,10
228,9983,18
228,9984,14
228,9985,24
228,9988,28
228,9992,24
228,9994,2
228,9996,38
228,9998,10
228,9999,4
228,10003,26
228,10007,10
228,10009,6
228,10010,4
228,10011,8
228,10012,14
228,10013,8
228,10015,10
228,10016,4
228,10018,4
228,10019,2
228,10020,4
228,10021,4
228,10022,12
228,10023,4
228,10024,2
228,10026,14
228,10027,2
228,10030,14
228,10031,8
228,10036,12
228,10037,4
228,10038,14
228,10039,8
228,10040,4
228,10044,8
228,10047,4
228,10049,18
228,10050,2
228,10051,4
228,10053,4
228,10054,10
228,10055,2
228,10140,13
228,10210,6
228,10304,6
228,10308,6
228,10517,4
228,10674,6
228,10753,12
228,10873,10
228,10904,6
228,11290,8
228,11307,8
228,11326,6
228,11441,6
228,11745,18
228,11939,1
228,11971,2
228,12188,6
228,12244,8
228,12290,6
228,12309,6
228,12551,34
228,12588,18
228,12971,8
228,12972,30
228,13504,16
228,13670,4
228,13785,6
228,14067,16
228,14146,30
228,14162,16
228,14183,6
228,14209,48
228,14390,5
228,14396,10
228,14423,4
228,14426,8
228,14428,12
228,14464,6
228,14497,6
228,14536,12
228,14685,6
228,14733,8
228,14746,10
228,14953,36
228,15003,5
228,15091,30
228,15342,24
228,15361,12
228,15402,2
228,15406,12
228,15414,2
228,15423,2
228,15437,2
228,15438,4
228,15439,6
228,15440,2
228,15483,12
228,15603,4
228,15654,5
228,15710,52
228,15721,5
228,15722,5
228,15748,5
228,15754,4
228,15784,6
228,15785,2
228,15789,4
228,15790,4
228,15793,16
228,15852,24
228,15865,6
228,15867,13
228,15868,2
228,15869,6
228,15871,6
228,15872,8
228,15873,6
228,15874,4
228,15876,12
228,15877,4
228,15879,6
228,15881,4
228,15882,22
228,15883,6
228,15884,6
228,15886,10
228,15887,2
228,15888,6
228,15890,8
228,15891,6
228,15907,8
228,15910,12
228,15912,12
228,15913,2
228,15914,4
228,15920,8
228,15923,2
228,15926,6
228,15927,6
228,15928,8
228,15933,12
228,15992,12
228,15993,14
228,15996,20
228,15998,2
228,16000,2
228,16002,4
228,16003,4
228,16004,8
228,16005,2
228,16006,2
228,16007,6
228,16008,6
228,16010,6
228,16011,6
228,16013,6
228,16016,6
228,16017,6
228,16018,8
228,16019,8
228,16021,28
228,16022,6
228,16023,12
228,16024,10
228,16026,6
228,16027,8
228,16028,6
228,16029,12
228,16031,6
228,16032,6
228,16046,2
228,16047,10
228,16048,12
228,16049,12
228,16051,12
228,16055,10
228,16063,12
228,16065,12
228,16073,4
228,16077,4
228,16078,6
228,16084,6
228,16148,18
228,16149,6
228,16150,20
228,16151,12
228,16152,6
228,16153,14
228,16154,6
228,16155,2
228,16156,12
228,16157,6
228,16158,2
228,16161,16
228,16162,28
228,16163,6
228,16164,6
228,16165,12
228,16166,6
228,16167,2
228,16172,24
228,16196,6
228,16198,12
228,16199,18
228,16249,6
228,16252,6
228,16253,4
228,16278,6
228,16279,6
228,16287,6
228,16288,6
228,16289,12
228,16321,2
228,16322,6
228,16326,4
228,16327,6
228,16329,6
228,16330,6
228,16331,10
228,16332,6
228,16333,12
228,16338,4
228,16339,4
228,16397,8
228,16403,12
228,16409,6
228,16410,2
228,16411,2
228,16412,6
228,16414,6
228,16415,6
228,16418,6
228,16419,6
228,16436,6
228,16448,6
228,16499,6
228,16530,10
228,16535,6
228,16558,4
228,16559,10
228,16561,6
228,16563,12
228,16564,2
228,16565,20
228,16566,8
228,16569,6
228,16581,12
228,16584,4
228,16586,10
228,16609,78
228,16610,28
228,16661,20
228,16695,6
228,16696,8
228,16701,6
228,16702,6
228,16703,6
228,16704,6
228,16705,2
228,16719,14
228,16720,10
228,16727,8
228,16747,16
228,16780,6
228,16781,12
228,16837,20
228,16913,6
228,16919,6
228,16922,12
228,16927,2
228,16929,12
228,16930,8
228,16933,4
228,16934,6
228,16940,6
228,16942,6
228,16944,6
228,16956,8
228,16957,12
228,16963,10
228,16966,6
228,16967,6
228,16989,24
228,16998,2
228,17005,6
228,17008,2
228,17009,4
228,17010,6
228,17011,4
228,17012,2
228,17013,4
228,17014,8
228,17015,6
228,17016,6
228,17017,8
228,17018,8
228,17019,6
228,17020,12
228,17021,4
228,17022,6
228,17023,4
228,17024,6
228,17025,4
228,17026,4
228,17027,4
228,17028,4
228,17029,4
228,17030,4
228,17031,12
228,17032,4
228,17033,6
228,17034,4
228,17035,10
228,17036,4
228,17037,4
228,17038,18
228,17039,2
228,17040,4
228,17041,2
228,17042,4
228,17043,6
228,17044,6
228,17045,6
228,17046,4
228,17047,4
228,17048,4
228,17049,8
228,17050,4
228,17051,4
228,17052,2
228,17053,6
228,17054,2
228,17055,2
228,17056,2
228,17057,2
228,17058,4
228,17059,6
228,17060,2
228,17061,6
228,17062,6
228,17063,2
228,17064,4
228,17066,4
228,17067,2
228,17068,2
228,17069,4
228,17070,6
228,17071,4
228,17072,4
228,17073,4
228,17074,2
228,17075,6
228,17076,2
228,17077,4
228,17078,2
228,17079,2
228,17081,4
228,17082,6
228,17083,4
228,17084,2
228,17085,6
228,17086,2
228,17087,6
228,17090,6
228,17094,2
228,17100,6
228,17111,6
228,17117,18
228,17118,6
228,17119,12
228,17124,18
228,17126,6
228,17131,42
228,17132,18
228,17137,2
228,17141,6
228,17144,6
228,17147,14
228,17160,12
228,17162,6
228,17164,4
228,17167,6
228,17169,8
228,17170,10
228,17172,6
228,17173,12
228,17183,12
228,17194,10
228,17198,8
228,17200,6
228,17201,6
228,17203,12
228,17207,12
228,17209,24
228,17210,12
228,17211,6
228,17212,4
228,17215,4
228,17216,12
228,17221,8
228,17229,12
228,17230,2
228,17233,6
228,17246,6
228,17248,6
228,17249,4
228,17250,6
228,17251,2
228,17252,20
228,17253,2
228,17254,12
228,17255,16
228,17256,18
228,17257,6
228,17260,12
228,17262,20
228,17267,6
228,17268,18
228,17269,6
228,17270,2
228,17271,6
228,17272,16
228,17273,12
228,17281,2
228,17289,20
228,17294,18
228,17295,6
228,17296,6
228,17297,6
228,17302,6
228,17304,6
228,17305,6
228,17306,8
228,17307,6
228,17309,12
228,17310,6
228,17311,42
228,17313,6
228,17314,4
228,17315,2
228,17320,2
228,17322,70
228,17323,24
228,17329,12
228,17331,4
228,17332,8
228,17339,16
228,17340,6
228,17342,6
228,17343,12
228,17346,2
228,17350,6
228,17352,6
228,17354,6
228,17355,12
228,17356,2
228,17363,4
228,17366,6
228,17367,4
228,17368,12
228,17371,12
228,17372,12
228,17373,26
228,17380,2
228,17381,4
228,17383,6
228,17391,30
228,17392,6
228,17393,2
228,17396,18
228,17404,8
228,17406,6
228,17407,6
228,17408,4
228,17409,6
228,17410,66
228,17411,10
228,17412,12
228,17414,6
228,17415,48
228,17416,2
228,17417,6
228,17418,22
228,17419,10
228,17420,8
228,17421,24
228,17422,24
228,17423,4
228,17424,6
228,17425,18
228,17427,8
228,17428,4
228,17431,12
228,17432,24
228,17433,10
228,17434,12
228,17435,6
228,17439,2
228,17462,18
228,17463,2
228,17465,6
228,17466,18
228,17467,6
228,17468,24
228,17469,36
228,17470,24
228,17471,6
228,17473,4
228,17474,12
228,17477,12
228,17479,10
228,17480,12
228,17481,6
228,17484,6
228,17486,32
228,17487,24
228,17495,12
228,17506,10
228,17518,2
228,17519,12
228,17524,6
228,17537,2
228,17540,6
228,17542,40
228,17543,6
228,17544,10
228,17546,2
228,17548,6
228,17555,6
228,17556,6
228,17562,6
228,17564,4
228,17565,4
228,17567,22
228,17570,6
228,17571,10
228,17572,6
228,17573,12
228,17574,12
228,17575,10
228,17577,6
228,17578,2
228,17579,12
228,17580,16
228,17581,4
228,17582,4
228,17584,14
228,17585,6
228,17587,6
228,17588,4
228,17589,24
228,17590,6
228,17591,12
228,17594,6
228,17595,12
228,17596,12
228,17597,12
228,17598,28
228,17599,2
228,17600,12
228,17601,12
228,17603,40
228,17604,6
228,17605,6
228,17607,6
228,17608,18
228,17609,44
228,17610,6
228,17611,4
228,17612,4
228,17613,6
228,17615,6
228,17617,6
228,17618,4
228,17619,8
228,17620,6
228,17622,12
228,17624,6
228,17626,18
228,17627,2
228,17628,28
228,17630,12
228,17633,6
228,17634,12
228,17635,6
228,17636,6
228,17638,12
228,17639,10
228,17641,6
228,17642,4
228,17643,16
228,17645,6
228,17647,12
228,17648,4
228,17649,6
228,17650,12
228,17651,26
228,17652,52
228,17653,6
228,17654,6
228,17655,8
228,17657,32
228,17658,18
228,17660,10
228,17662,20
228,17663,4
228,17665,32
228,17666,12
228,17667,30
228,17668,24
228,17671,12
228,17672,10
228,17673,6
228,17674,24
228,17675,4
228,17676,18
228,17677,32
228,17679,12
228,17680,18
228,17681,48
228,17682,4
228,17683,4
228,17684,4
228,17696,32
228,17697,24
228,17700,2
228,17701,6
228,17702,12
228,17703,12
228,17704,22
228,17706,8
228,17707,6
228,17709,6
228,17710,6
228,17711,12
228,17712,6
228,17713,2
228,17714,12
228,17715,6
228,17716,18
228,17717,12
228,17718,6
228,17720,2
228,17721,22
228,17722,12
228,17723,10
228,17724,2
228,17725,18
228,17726,4
228,17727,4
228,17728,6
228,17729,18
228,17731,28
228,17732,6
228,17734,12
228,17735,36
228,17739,6
228,17740,6
228,17741,6
228,17742,2
228,17743,12
228,17749,2
228,17751,12
228,17752,24
228,17754,2
228,17762,6
228,17764,22
228,17767,10
228,17768,6
228,17772,10
228,17773,12
228,17774,34
228,17775,8
228,17776,2
228,17777,6
228,17783,10
228,17784,14
228,17785,20
228,17786,24
228,17787,10
228,17790,12
228,17792,10
228,17794,18
228,17796,28
228,17798,4
228,17799,46
228,17801,22
228,17802,22
228,17804,6
228,17806,6
228,17807,10
228,17814,2
228,17816,6
228,17821,2
228,17822,2
228,17825,36
228,17826,2
228,17830,8
228,17832,8
228,17833,4
228,17834,2
228,17839,6
228,17846,6
228,17853,26
228,17854,30
228,17861,4
228,17862,22
228,17863,12
228,17865,6
228,17866,4
228,17869,6
228,17870,2
228,17874,12
228,17884,18
228,17885,8
228,17890,12
228,17893,4
228,17903,12
228,17932,4
228,17933,4
228,17934,6
228,17936,2
228,17939,2
228,17940,2
228,17943,12
228,17944,42
228,17946,4
228,17948,4
228,17949,20
228,17950,16
228,17951,12
228,17952,6
228,17953,6
228,17954,10
228,17955,28
228,17956,12
228,17957,4
228,17958,2
228,17959,12
228,17960,12
228,17961,6
228,17964,6
228,17965,6
228,17966,6
228,17967,6
228,17969,40
228,17970,6
228,17971,12
228,17972,12
228,17973,12
228,17974,12
228,17975,34
228,17976,40
228,17978,8
228,17981,12
228,17982,16
228,17983,24
228,17984,12
228,17985,6
228,17986,24
228,17987,12
228,17988,36
228,17991,10
228,17995,12
228,17997,16
228,17998,36
228,18000,12
228,18002,30
228,18004,36
228,18007,12
228,18009,6
228,18010,12
228,18012,82
228,18013,4
228,18014,22
228,18015,24
228,18016,14
228,18017,6
228,18020,32
228,18021,6
228,18022,14
228,18023,16
228,18025,18
228,18026,6
228,18029,2
228,18030,6
228,18032,24
228,18033,6
228,18034,4
228,18035,2
228,18036,22
228,18037,24
228,18038,4
228,18039,18
228,18040,12
228,18042,6
228,18043,24
228,18044,18
228,18048,18
228,18050,46
228,18051,12
228,18054,2
228,18056,30
228,18057,24
228,18058,6
228,18059,6
228,18060,32
228,18061,6
228,18062,2
228,18063,10
228,18064,4
228,18065,6
228,18066,8
228,18068,6
228,18069,20
228,18070,6
228,18071,6
228,18072,30
228,18073,6
228,18074,24
228,18075,6
228,18076,24
228,18078,6
228,18079,36
228,18080,6
228,18081,6
228,18082,6
228,18084,12
228,18086,24
228,18087,6
228,18088,10
228,18089,4
228,18120,2
228,18122,2
228,18123,6
228,18124,22
228,18125,12
228,18128,6
228,18129,12
228,18130,50
228,18131,22
228,18132,12
228,18133,6
228,18134,16
228,18135,12
228,18138,18
228,18141,8
228,18142,4
228,18143,12
228,18146,24
228,18148,16
228,18149,18
228,18150,36
228,18153,12
228,18154,6
228,18155,4
228,18156,4
228,18157,2
228,18158,4
228,18159,4
228,18160,10
228,18161,6
228,18163,4
228,18164,4
228,18165,2
228,18166,4
228,18167,8
228,18168,2
228,18169,2
228,18170,4
228,18171,6
228,18172,4
228,18173,2
228,18174,2
228,18175,2
228,18176,2
228,18178,2
228,18180,4
228,18181,6
228,18182,6
228,18187,18
228,18189,4
228,18196,2
228,18209,6
228,18211,2
228,18227,6
228,18234,24
228,18235,18
228,18236,24
228,18237,6
228,18239,6
228,18241,4
228,18242,12
228,18243,12
228,18244,6
228,18246,2
228,18247,14
228,18248,6
228,18249,2
228,18250,6
228,18253,28
228,18255,4
228,18256,2
228,18260,2
228,18261,6
228,18262,2
228,18263,10
228,18267,16
228,18268,6
228,18269,6
228,18270,24
228,18271,12
228,18276,6
228,18282,12
228,18290,2
228,18291,4
228,18296,4
228,18298,24
228,18299,12
228,18312,36
228,18320,6
228,18321,8
228,18322,6
228,18323,10
228,18326,6
228,18333,2
228,18335,8
228,18336,6
228,18337,8
228,18345,10
228,18346,2
228,18351,2
228,18352,6
228,18355,6
228,18359,20
228,18360,24
228,18362,24
228,18363,12
228,18365,2
228,18366,28
228,18369,18
228,18370,12
228,18371,12
228,18372,18
228,18374,10
228,18375,6
228,18376,12
228,18377,6
228,18379,6
228,18380,6
228,18382,4
228,18383,18
228,18384,12
228,18385,2
228,18386,40
228,18388,6
228,18389,8
228,18391,18
228,18394,4
228,18398,6
228,18399,6
228,18400,12
228,18403,6
228,18404,12
228,18405,18
228,18406,12
228,18409,6
228,18410,6
228,18416,12
228,18418,6
228,18419,6
228,18420,42
228,18421,6
228,18422,6
228,18423,12
228,18424,18
228,18425,4
228,18426,6
228,18427,34
228,18429,12
228,18431,10
228,18432,10
228,18434,6
228,18435,12
228,18436,6
228,18437,26
228,18439,20
228,18440,6
228,18441,12
228,18452,12
228,18454,6
228,18456,6
228,18460,6
228,18464,6
228,18465,13
228,18466,6
228,18467,12
228,18468,24
228,18469,14
228,18470,6
228,18471,18
228,18472,18
228,18473,6
228,18474,2
228,18476,6
228,18477,6
228,18478,42
228,18480,6
228,18481,6
228,18483,14
228,18495,14
228,18500,14
228,18503,6
228,18505,2
228,18506,6
228,18509,12
228,18515,4
228,18516,6
228,18517,2
228,18519,4
228,18520,12
228,18521,6
228,18522,24
228,18523,32
228,18524,18
228,18525,6
228,18528,12
228,18529,6
228,18530,6
228,18531,12
228,18532,6
228,18533,12
228,18534,2
228,18535,12
228,18536,12
228,18537,12
228,18538,16
228,18539,18
228,18540,12
228,18541,16
228,18542,6
228,18543,18
228,18547,18
228,18548,6
